subID,trial,leftBandit,rightBandit,selectedBandit,banditKeyResp,RT,accuracy,diff,correct
voc037a,23,bandit90,bandit50b,bandit50b,2,2.8456,-1,0.4,0
voc037a,24,bandit90,bandit30,bandit90,1,1.4122,1,0.6,1
voc037a,25,bandit30,bandit50a,bandit50a,2,1.0923,1,0.2,1
voc037a,26,bandit30,bandit50b,bandit50b,2,3.4019,1,0.2,1
voc037a,27,bandit10,bandit50b,bandit50b,2,2.4653,1,0.4,1
voc037a,28,bandit90,bandit70,bandit70,2,2.2618,-1,0.2,0
voc037a,29,bandit10,bandit90,bandit90,2,3.1555,1,0.8,1
voc037a,30,bandit50b,bandit50a,bandit50b,1,0.90805,0,0,0
voc037a,31,bandit50b,bandit30,bandit50b,1,0.82591,1,0.2,1
voc037a,32,bandit30,bandit90,bandit90,2,1.1536,1,0.6,1
voc037a,33,bandit70,bandit30,bandit70,1,0.62871,1,0.4,1
voc037a,34,bandit50a,bandit50b,bandit50a,1,1.5647,0,0,0
voc037a,35,bandit50b,bandit10,bandit50b,1,0.8465,1,0.4,1
voc037a,36,bandit30,bandit10,bandit30,1,1.7098,1,0.2,1
voc037a,37,bandit70,bandit90,bandit90,2,1.3216,1,0.2,1
voc037a,38,bandit50b,bandit70,bandit70,2,0.8378,1,0.2,1
voc037a,39,bandit70,bandit10,bandit70,1,0.83665,1,0.6,1
voc037a,40,bandit90,bandit10,bandit90,1,2.4448,1,0.8,1
voc037a,41,bandit50b,bandit90,bandit90,2,1.4422,1,0.4,1
voc037a,42,bandit50a,bandit10,bandit50a,1,1.4823,1,0.4,1
voc037a,43,bandit50a,bandit90,bandit50a,1,0.75034,-1,0.4,0
voc037a,44,bandit50a,bandit70,bandit70,2,1.017,1,0.2,1
voc037a,45,bandit50a,bandit30,bandit50a,1,1.2896,1,0.2,1
voc037a,46,bandit10,bandit50a,bandit50a,2,0.72759,1,0.4,1
voc037a,47,bandit70,bandit50b,bandit70,1,1.1159,1,0.2,1
voc037a,48,bandit90,bandit70,bandit70,2,1.5832,-1,0.2,0
voc037a,49,bandit30,bandit50a,bandit50a,2,1.609e-4,1,0.2,1
voc037a,50,bandit10,bandit30,bandit10,1,2.4738,-1,0.2,0
voc037a,51,bandit10,bandit70,bandit70,2,2.1266,1,0.6,1
voc037a,52,bandit70,bandit50a,bandit70,1,1.746,1,0.2,1
voc037a,53,bandit90,bandit30,bandit90,1,2.7081,1,0.6,1
voc037a,54,bandit30,bandit50b,bandit50b,2,1.465,1,0.2,1
voc037a,55,bandit90,bandit50a,bandit50a,2,0.86176,-1,0.4,0
voc037a,56,bandit10,bandit50b,bandit10,1,0.4776,-1,0.4,0
voc037a,57,bandit50b,bandit50a,bandit50b,1,0.82686,0,0,0
voc037a,58,bandit90,bandit50b,bandit50b,2,1.3388,-1,0.4,0
voc037a,59,bandit10,bandit90,bandit90,2,1.0631,1,0.8,1
voc037a,60,bandit30,bandit70,bandit70,2,0.78054,1,0.4,1
voc037a,61,bandit50b,bandit10,bandit50b,1,1.1106,1,0.4,1
voc037a,62,bandit70,bandit90,bandit70,1,1.4118,-1,0.2,0
voc037a,63,bandit50b,bandit90,bandit90,2,0.82013,1,0.4,1
voc037a,64,bandit50b,bandit70,bandit50b,1,4.1322,-1,0.2,0
voc037a,65,bandit50a,bandit30,bandit50a,1,4.686,1,0.2,1
voc037a,66,bandit30,bandit10,bandit30,1,5.4483,1,0.2,1
voc037a,67,bandit70,bandit10,bandit70,1,0.87667,1,0.6,1
voc037a,68,bandit30,bandit90,bandit90,2,1.6108,1,0.6,1
voc037a,69,bandit50a,bandit50b,bandit50a,1,0.88359,0,0,0
voc037a,70,bandit70,bandit30,bandit70,1,1.001,1,0.4,1
voc037a,71,bandit50a,bandit90,bandit50a,1,1.5843,-1,0.4,0
voc037a,72,bandit50b,bandit30,bandit50b,1,1.7304,1,0.2,1
voc037a,73,bandit90,bandit10,bandit90,1,1.1004,1,0.8,1
voc037a,74,bandit50a,bandit10,bandit50a,1,0.68144,1,0.4,1
voc037a,75,bandit50a,bandit70,bandit50a,1,0.91941,-1,0.2,0
voc037a,76,bandit10,bandit70,bandit70,2,0.92328,1,0.6,1
voc037a,77,bandit30,bandit50a,bandit50a,2,2.0719,1,0.2,1
voc037a,78,bandit30,bandit70,bandit70,2,3.5728,1,0.4,1
voc037a,79,bandit10,bandit50b,bandit50b,2,4.8936,1,0.4,1
voc037a,80,bandit30,bandit50b,bandit50b,2,1.2069,1,0.2,1
voc037a,81,bandit90,bandit70,bandit90,1,1.4406,1,0.2,1
voc037a,82,bandit90,bandit50b,bandit50b,2,1.0311,-1,0.4,0
voc037a,83,bandit90,bandit30,bandit90,1,2.1033,1,0.6,1
voc037a,84,bandit10,bandit30,bandit30,2,1.2819,1,0.2,1
voc037a,85,bandit90,bandit50a,bandit50a,2,1.4163,-1,0.4,0
voc037a,86,bandit10,bandit90,bandit90,2,1.3276,1,0.8,1
voc037a,87,bandit10,bandit50a,bandit50a,2,1.6432,1,0.4,1
voc037a,88,bandit70,bandit50b,bandit70,1,0.77088,1,0.2,1
voc037a,89,bandit50b,bandit50a,bandit50b,1,1.9405,0,0,0
voc037a,90,bandit70,bandit50a,bandit50a,2,2.2472,-1,0.2,0
voc039a,1,bandit70,bandit90,bandit90,2,2.5291,1,0.2,1
voc039a,2,bandit50a,bandit70,bandit50a,1,3.5626,-1,0.2,0
voc039a,3,bandit50b,bandit30,bandit50b,1,1.6189,1,0.2,1
voc039a,4,bandit50a,bandit90,bandit90,2,2.0599,1,0.4,1
voc039a,5,bandit50a,bandit30,bandit50a,1,2.5526,1,0.2,1
voc039a,6,bandit50a,bandit10,bandit50a,1,3.7633,1,0.4,1
voc039a,7,bandit50b,bandit10,bandit50b,1,2.0759,1,0.4,1
voc039a,8,bandit70,bandit30,bandit30,2,2.9051,-1,0.4,0
voc039a,9,bandit30,bandit90,bandit90,2,1.0685,1,0.6,1
voc039a,10,bandit50a,bandit50b,bandit50b,2,8.1701,0,0,0
voc039a,11,bandit50b,bandit70,bandit50b,1,2.7917,-1,0.2,0
voc039a,12,bandit30,bandit10,bandit30,1,8.9197,1,0.2,1
voc039a,13,bandit50b,bandit90,bandit90,2,1.2942,1,0.4,1
voc039a,14,bandit90,bandit10,bandit90,1,1.1625,1,0.8,1
voc039a,15,bandit70,bandit10,bandit70,1,5.861,1,0.6,1
voc039a,16,bandit10,bandit50a,bandit50a,2,2.6399,1,0.4,1
voc039a,17,bandit30,bandit50b,bandit50b,2,8.2867,1,0.2,1
voc039a,18,bandit10,bandit30,bandit30,2,4.4229,1,0.2,1
voc039a,19,bandit90,bandit50b,bandit90,1,1.2132,1,0.4,1
voc039a,20,bandit30,bandit70,bandit30,1,10.2693,-1,0.4,0
voc039a,21,bandit90,bandit50a,bandit90,1,1.165,1,0.4,1
voc039a,22,bandit90,bandit30,bandit90,1,1.1029,1,0.6,1
voc039a,23,bandit50b,bandit50a,bandit50a,2,6.7563,0,0,0
voc039a,24,bandit70,bandit50b,bandit50b,2,3.0334,-1,0.2,0
voc039a,25,bandit30,bandit50a,bandit30,1,6.6404,-1,0.2,0
voc039a,26,bandit10,bandit70,bandit70,2,10.3076,1,0.6,1
voc039a,27,bandit10,bandit90,bandit90,2,0.79327,1,0.8,1
voc039a,28,bandit10,bandit50b,bandit50b,2,1.0023,1,0.4,1
voc039a,29,bandit90,bandit70,bandit90,1,1.1405,1,0.2,1
voc039a,30,bandit70,bandit50a,bandit50a,2,1.9512,-1,0.2,0
voc039a,31,bandit50b,bandit10,bandit50b,1,3.1773,1,0.4,1
voc039a,32,bandit50a,bandit30,bandit30,2,5.7938,-1,0.2,0
voc039a,33,bandit50b,bandit90,bandit90,2,1.0798,1,0.4,1
voc039a,34,bandit50a,bandit10,bandit50a,1,1.6931,1,0.4,1
voc039a,35,bandit70,bandit30,bandit30,2,1.5699,-1,0.4,0
voc039a,36,bandit50b,bandit30,bandit50b,1,2.3879,1,0.2,1
voc039a,37,bandit50b,bandit70,bandit50b,1,1.1393,-1,0.2,0
voc039a,38,bandit50a,bandit50b,bandit50a,1,4.8078,0,0,0
voc039a,39,bandit70,bandit10,bandit70,1,1.4856,1,0.6,1
voc039a,40,bandit70,bandit90,bandit90,2,0.6747,1,0.2,1
voc039a,41,bandit90,bandit10,bandit90,1,1.1455,1,0.8,1
voc039a,42,bandit50a,bandit90,bandit90,2,1.0035,1,0.4,1
voc039a,43,bandit30,bandit10,bandit30,1,5.5957,1,0.2,1
voc039a,44,bandit30,bandit90,bandit90,2,1.6034,1,0.6,1
voc039a,45,bandit50a,bandit70,bandit50a,1,2.0987,-1,0.2,0
voc039a,46,bandit90,bandit30,bandit90,1,3.9997,1,0.6,1
voc039a,47,bandit90,bandit50b,bandit90,1,2.2378,1,0.4,1
voc039a,48,bandit10,bandit70,bandit70,2,2.8923,1,0.6,1
voc039a,49,bandit30,bandit50a,bandit30,1,0.16782,-1,0.2,0
voc039a,50,bandit70,bandit50a,bandit50a,2,4.2589,-1,0.2,0
voc039a,51,bandit90,bandit50a,bandit90,1,0.80687,1,0.4,1
voc039a,52,bandit30,bandit70,bandit70,2,13.4245,1,0.4,1
voc039a,53,bandit30,bandit50b,bandit50b,2,2.7111,1,0.2,1
voc039a,54,bandit90,bandit70,bandit90,1,0.81858,1,0.2,1
voc039a,55,bandit70,bandit50b,bandit50b,2,4.675,-1,0.2,0
voc039a,56,bandit10,bandit30,bandit30,2,1.2297,1,0.2,1
voc039a,57,bandit10,bandit50a,bandit50a,2,1.4529,1,0.4,1
voc039a,58,bandit50b,bandit50a,bandit50a,2,2.2758,0,0,0
voc039a,59,bandit10,bandit90,bandit90,2,1.2333,1,0.8,1
voc039a,60,bandit10,bandit50b,bandit50b,2,1.1679,1,0.4,1
voc039a,61,bandit90,bandit10,bandit90,1,0.56972,1,0.8,1
voc039a,62,bandit70,bandit10,bandit70,1,4.1084,1,0.6,1
voc039a,63,bandit50b,bandit10,bandit50b,1,0.97555,1,0.4,1
voc039a,64,bandit50b,bandit90,bandit90,2,0.65721,1,0.4,1
voc039a,65,bandit50b,bandit30,bandit50b,1,6.2725,1,0.2,1
voc039a,66,bandit50a,bandit50b,bandit50a,1,2.8501,0,0,0
voc039a,67,bandit50a,bandit10,bandit50a,1,1.256,1,0.4,1
voc039a,68,bandit50a,bandit90,bandit90,2,0.64568,1,0.4,1
voc039a,69,bandit30,bandit90,bandit90,2,1.0297,1,0.6,1
voc039a,70,bandit50b,bandit70,bandit50b,1,1.1649,-1,0.2,0
voc039a,71,bandit30,bandit10,bandit30,1,1.055,1,0.2,1
voc039a,72,bandit70,bandit30,bandit30,2,1.5085,-1,0.4,0
voc039a,73,bandit50a,bandit70,bandit50a,1,1.3543,-1,0.2,0
voc039a,74,bandit50a,bandit30,bandit30,2,0.66041,-1,0.2,0
voc039a,75,bandit70,bandit90,bandit90,2,0.83622,1,0.2,1
voc039a,76,bandit30,bandit50a,bandit50a,2,1.7464,1,0.2,1
voc039a,77,bandit70,bandit50a,bandit50a,2,2.229,-1,0.2,0
voc039a,78,bandit10,bandit30,bandit30,2,1.829,1,0.2,1
voc039a,79,bandit50b,bandit50a,bandit50a,2,4.3882,0,0,0
voc039a,80,bandit10,bandit50b,bandit50b,2,1.531,1,0.4,1
voc039a,81,bandit70,bandit50b,bandit50b,2,2.4309,-1,0.2,0
voc039a,82,bandit90,bandit30,bandit90,1,0.8856,1,0.6,1
voc039a,83,bandit30,bandit50b,bandit50b,2,6.6419,1,0.2,1
voc039a,84,bandit10,bandit50a,bandit50a,2,1.5969,1,0.4,1
voc039a,85,bandit10,bandit90,bandit90,2,1.0304,1,0.8,1
voc039a,86,bandit90,bandit50b,bandit90,1,1.0764,1,0.4,1
voc039a,87,bandit30,bandit70,bandit30,1,5.5155,-1,0.4,0
voc039a,88,bandit10,bandit70,bandit70,2,1.4686,1,0.6,1
voc039a,89,bandit90,bandit70,bandit90,1,0.84268,1,0.2,1
voc039a,90,bandit90,bandit50a,bandit90,1,0.66664,1,0.4,1
voc040a,1,bandit50a,bandit30,bandit30,2,4.6916,-1,0.2,0
voc040a,2,bandit50b,bandit30,bandit50b,1,3.1262,1,0.2,1
voc040a,3,bandit50a,bandit70,bandit70,2,2.6802,1,0.2,1
voc040a,4,bandit70,bandit10,bandit70,1,1.5173,1,0.6,1
voc040a,5,bandit50a,bandit50b,bandit50b,2,1.2328,0,0,0
voc040a,6,bandit90,bandit10,bandit90,1,1.2317,1,0.8,1
voc040a,7,bandit50b,bandit70,bandit70,2,1.5439,1,0.2,1
voc040a,8,bandit30,bandit90,bandit90,2,1.7777,1,0.6,1
voc040a,9,bandit70,bandit90,bandit70,1,2.3637,-1,0.2,0
voc040a,10,bandit50a,bandit10,bandit50a,1,3.1656,1,0.4,1
voc040a,11,bandit50a,bandit90,bandit90,2,0.97356,1,0.4,1
voc040a,12,bandit70,bandit30,bandit70,1,2.9692,1,0.4,1
voc040a,13,bandit50b,bandit90,bandit90,2,2.3206,1,0.4,1
voc040a,14,bandit50b,bandit10,bandit50b,1,3.2356,1,0.4,1
voc040a,15,bandit30,bandit10,bandit30,1,1.138,1,0.2,1
voc040a,16,bandit10,bandit90,bandit90,2,1.7968,1,0.8,1
voc040a,17,bandit10,bandit50b,bandit50b,2,1.301,1,0.4,1
voc040a,18,bandit10,bandit30,bandit30,2,0.74568,1,0.2,1
voc040a,19,bandit70,bandit50b,bandit70,1,1.0445,1,0.2,1
voc040a,20,bandit50b,bandit50a,bandit50b,1,2.3569,0,0,0
voc040a,21,bandit90,bandit30,bandit90,1,1.9986,1,0.6,1
voc040a,22,bandit10,bandit70,bandit70,2,0.60695,1,0.6,1
voc040a,23,bandit30,bandit50a,bandit30,1,1.9354,-1,0.2,0
voc040a,24,bandit90,bandit50a,bandit90,1,3.1375,1,0.4,1
voc040a,25,bandit10,bandit50a,bandit50a,2,7.9881,1,0.4,1
voc040a,26,bandit30,bandit70,bandit70,2,0.85603,1,0.4,1
voc040a,27,bandit90,bandit50b,bandit90,1,1.4471,1,0.4,1
voc040a,28,bandit90,bandit70,bandit70,2,0.74104,-1,0.2,0
voc040a,29,bandit70,bandit50a,bandit70,1,0.70497,1,0.2,1
voc040a,30,bandit30,bandit50b,bandit50b,2,2.6387,1,0.2,1
voc040a,31,bandit50a,bandit70,bandit70,2,2.0921,1,0.2,1
voc040a,32,bandit30,bandit90,bandit90,2,1.5125,1,0.6,1
voc040a,33,bandit50a,bandit30,bandit30,2,1.5737,-1,0.2,0
voc040a,34,bandit50b,bandit30,bandit50b,1,2.0396,1,0.2,1
voc040a,35,bandit50a,bandit50b,bandit50b,2,1.1336,0,0,0
voc040a,36,bandit70,bandit90,bandit70,1,0.88146,-1,0.2,0
voc040a,37,bandit30,bandit10,bandit30,1,2.1513,1,0.2,1
voc040a,38,bandit50b,bandit10,bandit50b,1,1.4487,1,0.4,1
voc040a,39,bandit50a,bandit10,bandit50a,1,5.583,1,0.4,1
voc040a,40,bandit70,bandit10,bandit70,1,1.3244,1,0.6,1
voc040a,41,bandit50b,bandit70,bandit70,2,0.98477,1,0.2,1
voc040a,42,bandit50b,bandit90,bandit90,2,0.97841,1,0.4,1
voc040a,43,bandit50a,bandit90,bandit90,2,0.74764,1,0.4,1
voc040a,44,bandit90,bandit10,bandit90,1,0.58358,1,0.8,1
voc040a,45,bandit70,bandit30,bandit70,1,0.92902,1,0.4,1
voc040a,46,bandit90,bandit70,bandit70,2,1.2608,-1,0.2,0
voc040a,47,bandit10,bandit50b,bandit50b,2,1.7164,1,0.4,1
voc040a,48,bandit10,bandit90,bandit90,2,1.9833,1,0.8,1
voc040a,49,bandit10,bandit50a,bandit50a,2,1.4961,1,0.4,1
voc040a,50,bandit30,bandit70,bandit70,2,1.1244,1,0.4,1
voc040a,51,bandit90,bandit50a,bandit90,1,1.1217,1,0.4,1
voc040a,52,bandit90,bandit30,bandit90,1,1.0536,1,0.6,1
voc040a,53,bandit10,bandit70,bandit70,2,0.7632,1,0.6,1
voc040a,54,bandit50b,bandit50a,bandit50b,1,5.3018,0,0,0
voc040a,55,bandit30,bandit50b,bandit30,1,0.7511,-1,0.2,0
voc040a,56,bandit10,bandit30,bandit30,2,0.82669,1,0.2,1
voc040a,57,bandit70,bandit50a,bandit70,1,1.7058,1,0.2,1
voc040a,58,bandit30,bandit50a,bandit30,1,4.1108,-1,0.2,0
voc040a,59,bandit70,bandit50b,bandit70,1,3.4974,1,0.2,1
voc040a,60,bandit90,bandit50b,bandit90,1,0.9093,1,0.4,1
voc040a,61,bandit70,bandit30,bandit70,1,0.94482,1,0.4,1
voc040a,62,bandit70,bandit10,bandit70,1,1.7946e-4,1,0.6,1
voc040a,63,bandit50a,bandit30,bandit50a,1,1.5428,1,0.2,1
voc040a,64,bandit50a,bandit50b,bandit50b,2,1.3452,0,0,0
voc040a,65,bandit50a,bandit70,bandit70,2,1.5562,1,0.2,1
voc040a,66,bandit30,bandit90,bandit30,1,0.85444,-1,0.6,0
voc040a,67,bandit50b,bandit70,bandit70,2,1.0535,1,0.2,1
voc040a,68,bandit90,bandit10,bandit90,1,1.4531,1,0.8,1
voc040a,69,bandit50a,bandit90,bandit90,2,1.715,1,0.4,1
voc040a,70,bandit30,bandit10,bandit30,1,1.295,1,0.2,1
voc040a,71,bandit50b,bandit30,bandit50b,1,3.8911,1,0.2,1
voc040a,72,bandit50b,bandit90,bandit90,2,1.8072e-4,1,0.4,1
voc040a,73,bandit50b,bandit10,bandit50b,1,2.4555,1,0.4,1
voc040a,74,bandit50a,bandit10,bandit50a,1,2.6465,1,0.4,1
voc040a,75,bandit70,bandit90,bandit70,1,1.8678,-1,0.2,0
voc040a,76,bandit30,bandit50a,bandit30,1,2.466,-1,0.2,0
voc040a,77,bandit30,bandit50b,bandit50b,2,1.0553,1,0.2,1
voc040a,78,bandit10,bandit90,bandit90,2,2.0847,1,0.8,1
voc040a,79,bandit30,bandit70,bandit30,1,0.84918,-1,0.4,0
voc040a,80,bandit90,bandit30,bandit90,1,1.4969,1,0.6,1
voc040a,81,bandit70,bandit50b,bandit70,1,0.67018,1,0.2,1
voc040a,82,bandit90,bandit50a,bandit90,1,1.1874,1,0.4,1
voc040a,83,bandit90,bandit50b,bandit90,1,1.1575,1,0.4,1
voc040a,84,bandit10,bandit50b,bandit50b,2,1.0471,1,0.4,1
voc040a,85,bandit10,bandit70,bandit70,2,0.88624,1,0.6,1
voc040a,86,bandit50b,bandit50a,bandit50b,1,0.69202,0,0,0
voc040a,87,bandit90,bandit70,bandit70,2,0.95333,-1,0.2,0
voc040a,88,bandit10,bandit30,bandit30,2,1.3886,1,0.2,1
voc040a,89,bandit10,bandit50a,bandit50a,2,1.9093,1,0.4,1
voc040a,90,bandit70,bandit50a,bandit70,1,1.6021,1,0.2,1
voc041a,1,bandit70,bandit30,bandit70,1,1.0448,1,0.4,1
voc041a,2,bandit70,bandit90,bandit90,2,2.3248,1,0.2,1
voc041a,3,bandit50a,bandit50b,bandit50a,1,2.1024,0,0,0
voc041a,4,bandit50a,bandit70,bandit50a,1,2.6433,-1,0.2,0
voc041a,5,bandit50a,bandit90,bandit90,2,1.3689,1,0.4,1
voc041a,6,bandit50a,bandit10,bandit50a,1,1.3466,1,0.4,1
voc041a,7,bandit50b,bandit10,bandit10,2,1.6372,-1,0.4,0
voc041a,8,bandit50b,bandit70,bandit70,2,1.2372,1,0.2,1
voc041a,9,bandit30,bandit90,bandit30,1,0.83611,-1,0.6,0
voc041a,10,bandit50b,bandit30,bandit30,2,1.0828,-1,0.2,0
voc041a,11,bandit50a,bandit30,bandit50a,1,1.3533,1,0.2,1
voc041a,12,bandit50b,bandit90,bandit90,2,1.0991,1,0.4,1
voc041a,13,bandit30,bandit10,bandit30,1,2.2806,1,0.2,1
voc041a,14,bandit90,bandit10,bandit10,2,2.0128,-1,0.8,0
voc041a,15,bandit70,bandit10,bandit10,2,1.5015,-1,0.6,0
voc041a,16,bandit70,bandit50a,bandit70,1,1.1049,1,0.2,1
voc041a,17,bandit90,bandit50b,bandit90,1,3.6457,1,0.4,1
voc041a,18,bandit90,bandit50a,bandit50a,2,1.0436,-1,0.4,0
voc041a,19,bandit50b,bandit50a,bandit50a,2,1.3387,0,0,0
voc041a,20,bandit10,bandit70,bandit70,2,3.0068,1,0.6,1
voc041a,21,bandit70,bandit50b,bandit50b,2,2.0773,-1,0.2,0
voc041a,22,bandit90,bandit30,bandit90,1,1.6357,1,0.6,1
voc041a,23,bandit10,bandit30,bandit10,1,2.3689,-1,0.2,0
voc041a,24,bandit30,bandit50a,bandit50a,2,1.2029,1,0.2,1
voc041a,25,bandit10,bandit50b,bandit50b,2,1.5639,1,0.4,1
voc041a,26,bandit30,bandit70,bandit70,2,1.2765,1,0.4,1
voc041a,27,bandit90,bandit70,bandit70,2,1.0511,-1,0.2,0
voc041a,28,bandit10,bandit50a,bandit50a,2,1.0577,1,0.4,1
voc041a,29,bandit30,bandit50b,bandit50b,2,1.2006,1,0.2,1
voc041a,30,bandit10,bandit90,bandit10,1,1.2001,-1,0.8,0
voc041a,31,bandit50b,bandit30,bandit50b,1,1.7455,1,0.2,1
voc041a,32,bandit30,bandit10,bandit30,1,1.7242,1,0.2,1
voc041a,33,bandit50a,bandit10,bandit50a,1,0.95925,1,0.4,1
voc041a,34,bandit30,bandit90,bandit90,2,1.2742,1,0.6,1
voc041a,35,bandit50b,bandit10,bandit50b,1,2.0567,1,0.4,1
voc041a,36,bandit90,bandit10,bandit90,1,1.7823,1,0.8,1
voc041a,37,bandit70,bandit30,bandit70,1,0.72666,1,0.4,1
voc041a,38,bandit50a,bandit30,bandit50a,1,0.57191,1,0.2,1
voc041a,39,bandit70,bandit90,bandit70,1,1.2458,-1,0.2,0
voc041a,40,bandit50b,bandit90,bandit90,2,2.7889,1,0.4,1
voc041a,41,bandit50a,bandit90,bandit50a,1,1.0936,-1,0.4,0
voc041a,42,bandit70,bandit10,bandit70,1,3.9708,1,0.6,1
voc041a,43,bandit50a,bandit50b,bandit50a,1,0.74655,0,0,0
voc041a,44,bandit50a,bandit70,bandit50a,1,0.92564,-1,0.2,0
voc041a,45,bandit50b,bandit70,bandit70,2,1.9935,1,0.2,1
voc041a,46,bandit10,bandit90,bandit90,2,5.2906,1,0.8,1
voc041a,47,bandit50b,bandit50a,bandit50a,2,0.90903,0,0,0
voc041a,48,bandit70,bandit50a,bandit50a,2,0.74563,-1,0.2,0
voc041a,49,bandit90,bandit70,bandit70,2,3.293,-1,0.2,0
voc041a,50,bandit90,bandit50a,bandit50a,2,1.4251,-1,0.4,0
voc041a,51,bandit10,bandit30,bandit10,1,1.2328,-1,0.2,0
voc041a,52,bandit30,bandit50a,bandit50a,2,1.1603,1,0.2,1
voc041a,53,bandit70,bandit50b,bandit70,1,2.5224,1,0.2,1
voc041a,54,bandit30,bandit70,bandit70,2,1.0377,1,0.4,1
voc041a,55,bandit10,bandit50a,bandit50a,2,0.92433,1,0.4,1
voc041a,56,bandit10,bandit50b,bandit10,1,1.3856,-1,0.4,0
voc041a,57,bandit90,bandit30,bandit90,1,1.2735,1,0.6,1
voc041a,58,bandit90,bandit50b,bandit50b,2,2.7839,-1,0.4,0
voc041a,59,bandit10,bandit70,bandit70,2,5.2166,1,0.6,1
voc041a,60,bandit30,bandit50b,bandit50b,2,1.2368,1,0.2,1
voc041a,61,bandit90,bandit10,bandit10,2,2.7161,-1,0.8,0
voc041a,62,bandit30,bandit90,bandit90,2,2.7036,1,0.6,1
voc041a,63,bandit50b,bandit70,bandit70,2,2.306,1,0.2,1
voc041a,64,bandit50a,bandit90,bandit50a,1,0.9267,-1,0.4,0
voc041a,65,bandit50a,bandit30,bandit50a,1,0.65130999999999994,1,0.2,1
voc041a,66,bandit30,bandit10,bandit10,2,2.0897,-1,0.2,0
voc041a,67,bandit70,bandit90,bandit70,1,2.7823,-1,0.2,0
voc041a,68,bandit50b,bandit90,bandit90,2,2.3029,1,0.4,1
voc041a,69,bandit50b,bandit10,bandit50b,1,3.1701,1,0.4,1
voc041a,70,bandit50a,bandit50b,bandit50a,1,0.85898,0,0,0
voc041a,71,bandit50a,bandit10,bandit50a,1,0.6568,1,0.4,1
voc041a,72,bandit70,bandit10,bandit70,1,1.2254,1,0.6,1
voc041a,73,bandit70,bandit30,bandit70,1,0.64002,1,0.4,1
voc041a,74,bandit50a,bandit70,bandit50a,1,0.8878,-1,0.2,0
voc041a,75,bandit50b,bandit30,bandit50b,1,1.7495,1,0.2,1
voc041a,76,bandit90,bandit50a,bandit50a,2,1.0958,-1,0.4,0
voc041a,77,bandit30,bandit50a,bandit50a,2,0.74891,1,0.2,1
voc041a,78,bandit90,bandit70,bandit70,2,1.3362,-1,0.2,0
voc041a,79,bandit10,bandit70,bandit70,2,0.78681,1,0.6,1
voc041a,80,bandit30,bandit70,bandit70,2,1.2926,1,0.4,1
voc041a,81,bandit10,bandit30,bandit30,2,3.1779,1,0.2,1
voc041a,82,bandit90,bandit50b,bandit90,1,4.0662,1,0.4,1
voc041a,83,bandit10,bandit50b,bandit50b,2,1.9822,1,0.4,1
voc041a,84,bandit50b,bandit50a,bandit50a,2,0.91826,0,0,0
voc041a,85,bandit30,bandit50b,bandit50b,2,1.2915,1,0.2,1
voc041a,86,bandit70,bandit50a,bandit50a,2,1.7765,-1,0.2,0
voc041a,87,bandit10,bandit90,bandit90,2,2.8978,1,0.8,1
voc041a,88,bandit90,bandit30,bandit90,1,1.0058,1,0.6,1
voc041a,89,bandit70,bandit50b,bandit70,1,3.1495,1,0.2,1
voc041a,90,bandit10,bandit50a,bandit50a,2,2.5436,1,0.4,1
voc042a,1,bandit30,bandit10,bandit30,1,12.2253,1,0.2,1
voc042a,2,bandit70,bandit30,bandit70,1,1.4861,1,0.4,1
voc042a,3,bandit50a,bandit30,bandit50a,1,3.8697,1,0.2,1
voc042a,4,bandit50b,bandit10,bandit50b,1,4.5425,1,0.4,1
voc042a,5,bandit50b,bandit30,bandit50b,1,1.356,1,0.2,1
voc042a,6,bandit90,bandit10,bandit90,1,1.393,1,0.8,1
voc042a,7,bandit50a,bandit10,bandit50a,1,1.8365,1,0.4,1
voc042a,8,bandit50a,bandit50b,bandit50b,2,1.3975,0,0,0
voc042a,9,bandit30,bandit90,bandit90,2,1.1935,1,0.6,1
voc042a,10,bandit50a,bandit90,bandit90,2,0.46736,1,0.4,1
voc042a,11,bandit50b,bandit90,bandit90,2,0.93942,1,0.4,1
voc042a,12,bandit70,bandit90,bandit90,2,1.0974,1,0.2,1
voc042a,13,bandit50a,bandit70,bandit70,2,3.2314,1,0.2,1
voc042a,14,bandit70,bandit10,bandit70,1,2.1625,1,0.6,1
voc042a,15,bandit50b,bandit70,bandit70,2,2.0621,1,0.2,1
voc042a,16,bandit10,bandit90,bandit90,2,0.95064,1,0.8,1
voc042a,17,bandit90,bandit70,bandit90,1,1.283,1,0.2,1
voc042a,18,bandit30,bandit50b,bandit50b,2,2.1381,1,0.2,1
voc042a,19,bandit90,bandit30,bandit90,1,1.5205,1,0.6,1
voc042a,20,bandit10,bandit70,bandit70,2,2.4148,1,0.6,1
voc042a,21,bandit10,bandit50b,bandit50b,2,2.0081,1,0.4,1
voc042a,22,bandit90,bandit50a,bandit90,1,1.3564,1,0.4,1
voc042a,23,bandit50b,bandit50a,bandit50b,1,2.0171,0,0,0
voc042a,24,bandit30,bandit50a,bandit50a,2,4.099,1,0.2,1
voc042a,25,bandit30,bandit70,bandit70,2,0.98667,1,0.4,1
voc042a,26,bandit90,bandit50b,bandit90,1,0.89355,1,0.4,1
voc042a,27,bandit70,bandit50b,bandit70,1,3.7089,1,0.2,1
voc042a,28,bandit70,bandit50a,bandit70,1,0.70733,1,0.2,1
